TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.ufcg.sad.services.disciplina.DisciplinaServiceImpl,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,124,0.3,2,30,525,142728,1619618718717,0.9534883720930233,1111111111101111111111111111111111111111110,0.9583333333333334,111111111111110111111111,1.0,111111111111111,0,0,9,2,0.8620689655172413,11111110111010111111111111110,0.6428571428571429,11101011011100,1.0,11111111,0.875,11111110,0.9583333333333334,111111111111101111111111
