TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.ufcg.sad.services.professor.ProfessorServiceImpl,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,160,0.3,2,32,437,182296,1619618001293,0.9090909090909091,11111111110001111111111111111111111111111101,0.967741935483871,1111111111111111111101111111111,0.9375,1111111110111111,0,0,9,2,0.9393939393939394,111111111011111111111110111111111,0.7142857142857143,11111101001110,1.0,11111111,1.0,11111111,0.967741935483871,1111111111111111111101111111111
